,,,,3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38833643",,1473796041,"2016-09-13 19:47:52.121 +0000 Tag=""MODBUS.ROBOT.Position_Wrst1"" Value=""3894"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1505.01196",,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38738403",,1473795157,"2016-09-13 19:33:07.381 +0000 Tag=""OmronCJ.PLC1.Suply_conv.Belt_speed"" Value=""1505.01196"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38737913",,1473795153,"2016-09-13 19:33:02.842 +0000 Tag=""MODBUS.ROBOT.Velocity_Wrst3"" Value=""99"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,1294,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38704271",,1473794840,"2016-09-13 19:27:50.529 +0000 Tag=""MODBUS.ROBOT.Velocity_Max_Wrst2"" Value=""1294"" Quality=""good"" ","RS5cSplunk1"
,,,,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38631864",,1473794169,"2016-09-13 19:16:39.244 +0000 Tag=""MODBUS.ROBOT.Position_Wrst2"" Value=""1080"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38630709",,1473794157,"2016-09-13 19:16:28.090 +0000 Tag=""MODBUS.ROBOT.Velocity_Wrst3"" Value=""0"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,"1.00703645",,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38609227",,1473793959,"2016-09-13 19:13:09.829 +0000 Tag=""OmronCJ.PLC1.Pnuematic.Flow"" Value=""1.00703645"" Quality=""good"" ","RS5cSplunk1"
,,,,5866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38533869",,1473793262,"2016-09-13 19:01:32.727 +0000 Tag=""MODBUS.ROBOT.Position_Wrst1"" Value=""5866"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.08773136","kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38530309",,1473793230,"2016-09-13 19:00:59.748 +0000 Tag=""OmronCJ.PLC1.Vibration.vib_level"" Value=""1.08773136"" Quality=""good"" ","RS5cSplunk1"
,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38478808",,1473792753,"2016-09-13 18:53:03.698 +0000 Tag=""MODBUS.ROBOT.Position_Elbow"" Value=""64"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,495,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38460444",,1473792583,"2016-09-13 18:50:13.345 +0000 Tag=""MODBUS.ROBOT.Velocity_Base"" Value=""495"" Quality=""good"" ","RS5cSplunk1"
,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38423094",,1473792238,"2016-09-13 18:44:28.585 +0000 Tag=""MODBUS.ROBOT.Position_Wrst1"" Value=""286"" Quality=""good"" ","RS5cSplunk1"
,,,,5188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38416589",,1473792178,"2016-09-13 18:43:28.759 +0000 Tag=""MODBUS.ROBOT.Position_Wrst1"" Value=""5188"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,"72.4902954",,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38406365",,1473792083,"2016-09-13 18:41:53.926 +0000 Tag=""OmronCJ.PLC1.Pnuematic.Pressure"" Value=""72.4902954"" Quality=""good"" ","RS5cSplunk1"
,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38383276",,1473791870,"2016-09-13 18:38:20.502 +0000 Tag=""MODBUS.ROBOT.Position_Base"" Value=""14"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,1188,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38284962",,1473790959,"2016-09-13 18:23:09.913 +0000 Tag=""MODBUS.ROBOT.Velocity_Base"" Value=""1188"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,1110,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38262853",,1473790753,"2016-09-13 18:19:43.057 +0000 Tag=""MODBUS.ROBOT.Velocity_Sholder"" Value=""1110"" Quality=""good"" ","RS5cSplunk1"
,,,,,,1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38080298",,1473789053,"2016-09-13 17:51:23.590 +0000 Tag=""MODBUS.ROBOT.Position_Wrst3"" Value=""1709"" Quality=""good"" ","RS5cSplunk1"
,,,,,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38041167",,1473788688,"2016-09-13 17:45:18.549 +0000 Tag=""MODBUS.ROBOT.Position_Wrst2"" Value=""2034"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:38005140",,1473788353,"2016-09-13 17:39:42.914 +0000 Tag=""MODBUS.ROBOT.Velocity_Wrst2"" Value=""95"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37989321",,1473788205,"2016-09-13 17:37:15.884 +0000 Tag=""MODBUS.ROBOT.Velocity_Wrst3"" Value=""30"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,1033,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37893062",,1473787312,"2016-09-13 17:22:22.533 +0000 Tag=""MODBUS.ROBOT.Velocity_Max_Wrst1"" Value=""1033"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37799657",,1473786446,"2016-09-13 17:07:56.575 +0000 Tag=""MODBUS.ROBOT.Velocity_Elbow"" Value=""209"" Quality=""good"" ","RS5cSplunk1"
,,,,,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37759092",,1473786071,"2016-09-13 17:01:41.395 +0000 Tag=""MODBUS.ROBOT.Position_Wrst2"" Value=""1785"" Quality=""good"" ","RS5cSplunk1"
,,,3354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37653047",,1473785089,"2016-09-13 16:45:19.841 +0000 Tag=""MODBUS.ROBOT.Position_Sholder"" Value=""3354"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37618894",,1473784773,"2016-09-13 16:40:02.459 +0000 Tag=""MODBUS.ROBOT.Velocity_Sholder"" Value=""0"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37525715",,1473783910,"2016-09-13 16:25:40.011 +0000 Tag=""OmronCJ.PLC1.Qual_Station.Count_Good"" Value=""1841"" Quality=""good"" ","RS5cSplunk1"
,,,5007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37509312",,1473783758,"2016-09-13 16:23:08.441 +0000 Tag=""MODBUS.ROBOT.Position_Sholder"" Value=""5007"" Quality=""good"" ","RS5cSplunk1"
,,,,4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37486070",,1473783543,"2016-09-13 16:19:33.473 +0000 Tag=""MODBUS.ROBOT.Position_Wrst1"" Value=""4444"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.9096184",,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37457469",,1473783278,"2016-09-13 16:15:08.288 +0000 Tag=""OmronCJ.PLC1.Qual_conv.Drv_Mtr_Temp"" Value=""41.9096184"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37434206",,1473783062,"2016-09-13 16:11:32.836 +0000 Tag=""MODBUS.ROBOT.Velocity_Wrst3"" Value=""0"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37432196",,1473783044,"2016-09-13 16:11:14.584 +0000 Tag=""MODBUS.ROBOT.Robot_Current"" Value=""792"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37423037",,1473782959,"2016-09-13 16:09:49.408 +0000 Tag=""MODBUS.ROBOT.Velocity_Wrst3"" Value=""396"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,1189,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37381481",,1473782573,"2016-09-13 16:03:23.073 +0000 Tag=""MODBUS.ROBOT.Velocity_Sholder"" Value=""1189"" Quality=""good"" ","RS5cSplunk1"
,,,,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37295790",,1473781781,"2016-09-13 15:50:11.138 +0000 Tag=""MODBUS.ROBOT.Position_Wrst1"" Value=""4800"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.0858955",,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37227341",,1473781146,"2016-09-13 15:39:36.856 +0000 Tag=""OmronCJ.PLC1.Qual_conv.Drv_Mtr_Temp"" Value=""41.0858955"" Quality=""good"" ","RS5cSplunk1"
,,,3222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37204830",,1473780938,"2016-09-13 15:36:08.487 +0000 Tag=""MODBUS.ROBOT.Position_Sholder"" Value=""3222"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.08102465","kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37191613",,1473780816,"2016-09-13 15:34:06.276 +0000 Tag=""OmronCJ.PLC1.Vibration.vib_level"" Value=""1.08102465"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,1091,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37172700",,1473780642,"2016-09-13 15:31:12.398 +0000 Tag=""MODBUS.ROBOT.Velocity_Base"" Value=""1091"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,"1509.25146",,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37110500",,1473780070,"2016-09-13 15:21:39.971 +0000 Tag=""OmronCJ.PLC1.Assy_conv.belt_speed"" Value=""1509.25146"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,805,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:37091422",,1473779895,"2016-09-13 15:18:45.079 +0000 Tag=""MODBUS.ROBOT.Velocity_Base"" Value=""805"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.01107752","kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36972055",,1473778796,"2016-09-13 15:00:26.384 +0000 Tag=""OmronCJ.PLC1.Vibration.vib_level"" Value=""1.01107752"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36964526",,1473778727,"2016-09-13 14:59:16.949 +0000 Tag=""MODBUS.ROBOT.Velocity_Base"" Value=""0"" Quality=""good"" ","RS5cSplunk1"
,4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36951397",,1473778606,"2016-09-13 14:57:16.282 +0000 Tag=""MODBUS.ROBOT.Position_Base"" Value=""4508"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.3796043",,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36789497",,1473777117,"2016-09-13 14:32:27.182 +0000 Tag=""OmronCJ.PLC1.Qual_conv.Drv_Mtr_Temp"" Value=""41.3796043"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,1669,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36754774",,1473776797,"2016-09-13 14:27:07.288 +0000 Tag=""MODBUS.ROBOT.Velocity_Max_Wrst2"" Value=""1669"" Quality=""good"" ","RS5cSplunk1"
,,,,4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36736675",,1473776631,"2016-09-13 14:24:20.991 +0000 Tag=""MODBUS.ROBOT.Position_Wrst1"" Value=""4560"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36653173",,1473775863,"2016-09-13 14:11:33.392 +0000 Tag=""MODBUS.ROBOT.Robot_Current"" Value=""794"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,1580,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36648884",,1473775824,"2016-09-13 14:10:53.846 +0000 Tag=""MODBUS.ROBOT.Velocity_Wrst2"" Value=""1580"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,1195,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36629126",,1473775642,"2016-09-13 14:07:52.340 +0000 Tag=""MODBUS.ROBOT.Velocity_Base"" Value=""1195"" Quality=""good"" ","RS5cSplunk1"
,,,,,,5774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36623022",,1473775586,"2016-09-13 14:06:56.570 +0000 Tag=""MODBUS.ROBOT.Position_Wrst3"" Value=""5774"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,"1.006881",,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36551974",,1473774932,"2016-09-13 13:56:02.008 +0000 Tag=""OmronCJ.PLC1.Pnuematic.Flow"" Value=""1.006881"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,"1514.99915",,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36504155",,1473774492,"2016-09-13 13:48:41.931 +0000 Tag=""OmronCJ.PLC1.Assy_conv.belt_speed"" Value=""1514.99915"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36498851",,1473774443,"2016-09-13 13:47:52.776 +0000 Tag=""MODBUS.ROBOT.Velocity_Wrst1"" Value=""0"" Quality=""good"" UNIT=""mrad/sec""","RS5cSplunk1"
,,,5907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36471064",,1473774187,"2016-09-13 13:43:37.232 +0000 Tag=""MODBUS.ROBOT.Position_Sholder"" Value=""5907"" Quality=""good"" ","RS5cSplunk1"
,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36425253",,1473773762,"2016-09-13 13:36:32.365 +0000 Tag=""MODBUS.ROBOT.Position_Base"" Value=""1969"" Quality=""good"" ","RS5cSplunk1"
,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36403081",,1473773557,"2016-09-13 13:33:06.522 +0000 Tag=""MODBUS.ROBOT.Position_Base"" Value=""1344"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36375258",,1473773298,"2016-09-13 13:28:47.952 +0000 Tag=""MODBUS.ROBOT.Velocity_Wrst2"" Value=""0"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.2985573",,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36363044",,1473773185,"2016-09-13 13:26:54.867 +0000 Tag=""OmronCJ.PLC1.Qual_conv.Drv_Mtr_Temp"" Value=""40.2985573"" Quality=""good"" ","RS5cSplunk1"
,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36348460",,1473773050,"2016-09-13 13:24:39.522 +0000 Tag=""MODBUS.ROBOT.Position_Base"" Value=""269"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,1226,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36317615",,1473772763,"2016-09-13 13:19:52.559 +0000 Tag=""MODBUS.ROBOT.Velocity_Max_Wrst2"" Value=""1226"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1514.85974",,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36302606",,1473772623,"2016-09-13 13:17:33.110 +0000 Tag=""OmronCJ.PLC1.Suply_conv.Belt_speed"" Value=""1514.85974"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36200683",,1473771677,"2016-09-13 13:01:46.563 +0000 Tag=""MODBUS.ROBOT.Velocity_Base"" Value=""0"" Quality=""good"" ","RS5cSplunk1"
,1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:36002181",,1473769837,"2016-09-13 12:31:07.148 +0000 Tag=""MODBUS.ROBOT.Position_Base"" Value=""1754"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.7987518",,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35967883",,1473769520,"2016-09-13 12:25:50.249 +0000 Tag=""OmronCJ.PLC1.Qual_conv.Drv_Mtr_Temp"" Value=""41.7987518"" Quality=""good"" ","RS5cSplunk1"
,,,,,3120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35956789",,1473769417,"2016-09-13 12:24:07.352 +0000 Tag=""MODBUS.ROBOT.Position_Wrst2"" Value=""3120"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.9859657",,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35910349",,1473768988,"2016-09-13 12:16:57.898 +0000 Tag=""OmronCJ.PLC1.Qual_conv.Drv_Mtr_Temp"" Value=""41.9859657"" Quality=""good"" ","RS5cSplunk1"
,,,,,2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35885530",,1473768758,"2016-09-13 12:13:08.250 +0000 Tag=""MODBUS.ROBOT.Position_Wrst2"" Value=""2595"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1505.85132",,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35846160",,1473768394,"2016-09-13 12:07:03.693 +0000 Tag=""OmronCJ.PLC1.Suply_conv.Belt_speed"" Value=""1505.85132"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.1632195",,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35720883",,1473767234,"2016-09-13 11:47:43.660 +0000 Tag=""OmronCJ.PLC1.Qual_conv.Drv_Mtr_Temp"" Value=""41.1632195"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35579209",,1473765914,"2016-09-13 11:25:43.960 +0000 Tag=""MODBUS.ROBOT.Velocity_Sholder"" Value=""0"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35533354",,1473765488,"2016-09-13 11:18:38.079 +0000 Tag=""MODBUS.ROBOT.Robot_Current"" Value=""775"" Quality=""good"" ","RS5cSplunk1"
,,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35526579",,1473765425,"2016-09-13 11:17:35.211 +0000 Tag=""MODBUS.ROBOT.Position_Elbow"" Value=""1763"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,"0.999135375",,,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35450267",,1473764715,"2016-09-13 11:05:44.879 +0000 Tag=""OmronCJ.PLC1.Pnuematic.Flow"" Value=""0.999135375"" Quality=""good"" ","RS5cSplunk1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.2876511",,,,,,,,"kepware~5~63CC97F2-5494-43F2-9F92-79A2BEF58D2A","5:35438398",,1473764604,"2016-09-13 11:03:54.353 +0000 Tag=""OmronCJ.PLC1.Pnuematic.Pressure"" Value=""71.2876511"" Quality=""good"" ","RS5cSplunk1"
